% testte doğruluk	% eğitimde doğruluk	
 2,0000e+01	 6,3726e+01	
 2,0000e+01	 5,6363e+01	
 2,0000e+01	 5,7410e+01	
 2,0000e+01	 5,8442e+01	
 2,0000e+01	 6,0743e+01	
 2,0000e+01	 6,2218e+01	
 2,0000e+01	 6,3123e+01	
 2,0000e+01	 6,4583e+01	
 2,0000e+01	 6,5900e+01	
 2,0000e+01	 6,7122e+01	
 2,0000e+01	 6,8994e+01	
 2,0000e+01	 7,1041e+01	
 2,0000e+01	 7,2374e+01	
 2,0000e+01	 7,4167e+01	
 2,0000e+01	 7,5627e+01	
 2,0000e+01	 7,6912e+01	
 2,0000e+01	 7,8435e+01	
 2,2000e+01	 7,9483e+01	
 3,6000e+01	 7,9943e+01	
 3,8000e+01	 8,0371e+01	
 3,8000e+01	 8,0625e+01	
 4,0000e+01	 8,1308e+01	
 4,0000e+01	 8,1895e+01	
 4,0000e+01	 8,2387e+01	
 4,4000e+01	 8,3386e+01	
 5,4000e+01	 8,4069e+01	
 5,8000e+01	 8,4608e+01	
 5,8000e+01	 8,4989e+01	
 6,0000e+01	 8,5481e+01	
 6,0000e+01	 8,5957e+01	
 6,0000e+01	 8,6147e+01	
 6,0000e+01	 8,6306e+01	
 6,0000e+01	 8,6385e+01	
 6,0000e+01	 8,6528e+01	
 6,0000e+01	 8,6671e+01	
 6,0000e+01	 8,6814e+01	
 6,0000e+01	 8,7099e+01	
 6,0000e+01	 8,7337e+01	
 6,0000e+01	 8,7417e+01	
 6,0000e+01	 8,7528e+01	
 6,0000e+01	 8,7623e+01	
 6,0000e+01	 8,7798e+01	
 6,0000e+01	 8,8226e+01	
 6,0000e+01	 8,8416e+01	
 6,0000e+01	 8,8623e+01	
 6,0000e+01	 8,8845e+01	
 6,0000e+01	 8,9115e+01	
 6,0000e+01	 8,9257e+01	
 6,0000e+01	 8,9480e+01	
 6,0000e+01	 8,9654e+01	
 6,0000e+01	 8,9797e+01	
 6,0000e+01	 9,0019e+01	
 6,0000e+01	 9,0273e+01	
 6,2000e+01	 9,0559e+01	
 6,4000e+01	 9,0717e+01	
 6,8000e+01	 9,0908e+01	
 7,6000e+01	 9,1368e+01	
 7,6000e+01	 9,1526e+01	
 7,6000e+01	 9,1796e+01	
 7,8000e+01	 9,2018e+01	
 8,0000e+01	 9,2272e+01	
 8,0000e+01	 9,2606e+01	
 8,0000e+01	 9,2828e+01	
 8,0000e+01	 9,2986e+01	
 8,0000e+01	 9,3193e+01	
 8,0000e+01	 9,3304e+01	
 8,0000e+01	 9,3399e+01	
 8,0000e+01	 9,3462e+01	
 8,0000e+01	 9,3637e+01	
 8,2000e+01	 9,3811e+01	
 8,4000e+01	 9,4034e+01	
 8,4000e+01	 9,4161e+01	
 8,6000e+01	 9,4319e+01	
 8,6000e+01	 9,4414e+01	
 8,6000e+01	 9,4557e+01	
 8,6000e+01	 9,4684e+01	
 8,6000e+01	 9,4795e+01	
 8,6000e+01	 9,4875e+01	
 8,6000e+01	 9,5033e+01	
 8,8000e+01	 9,5192e+01	
 8,8000e+01	 9,5382e+01	
 8,8000e+01	 9,5446e+01	
 8,8000e+01	 9,5557e+01	
 8,8000e+01	 9,5605e+01	
 8,8000e+01	 9,5668e+01	
 8,8000e+01	 9,5747e+01	
 8,8000e+01	 9,5858e+01	
 9,2000e+01	 9,5938e+01	
 9,8000e+01	 9,6096e+01	
 9,8000e+01	 9,6223e+01	
 9,8000e+01	 9,6334e+01	
 9,8000e+01	 9,6414e+01	
 9,8000e+01	 9,6525e+01	
 9,8000e+01	 9,6573e+01	
 9,8000e+01	 9,6636e+01	
 9,8000e+01	 9,6699e+01	
 9,8000e+01	 9,6811e+01	
 9,8000e+01	 9,6985e+01	
 9,8000e+01	 9,7033e+01	
 9,8000e+01	 9,7064e+01	
