% eğitimde hata	% testte hata	
 1,1357e+00	 2,0297e+00	
 1,2403e+00	 2,0440e+00	
 1,2277e+00	 2,0205e+00	
 1,2037e+00	 2,0021e+00	
 1,1776e+00	 1,9871e+00	
 1,1502e+00	 1,9721e+00	
 1,1215e+00	 1,9545e+00	
 1,0916e+00	 1,9326e+00	
 1,0602e+00	 1,9053e+00	
 1,0279e+00	 1,8720e+00	
 9,9483e-01	 1,8321e+00	
 9,6158e-01	 1,7863e+00	
 9,2852e-01	 1,7353e+00	
 8,9600e-01	 1,6809e+00	
 8,6421e-01	 1,6248e+00	
 8,3322e-01	 1,5687e+00	
 8,0315e-01	 1,5141e+00	
 7,7417e-01	 1,4621e+00	
 7,4646e-01	 1,4133e+00	
 7,2022e-01	 1,3681e+00	
 6,9546e-01	 1,3268e+00	
 6,7216e-01	 1,2892e+00	
 6,5029e-01	 1,2552e+00	
 6,2976e-01	 1,2245e+00	
 6,1049e-01	 1,1966e+00	
 5,9238e-01	 1,1711e+00	
 5,7532e-01	 1,1476e+00	
 5,5925e-01	 1,1259e+00	
 5,4405e-01	 1,1056e+00	
 5,2967e-01	 1,0865e+00	
 5,1602e-01	 1,0683e+00	
 5,0304e-01	 1,0510e+00	
 4,9067e-01	 1,0342e+00	
 4,7888e-01	 1,0179e+00	
 4,6762e-01	 1,0019e+00	
 4,5686e-01	 9,8615e-01	
 4,4657e-01	 9,7053e-01	
 4,3673e-01	 9,5494e-01	
 4,2730e-01	 9,3930e-01	
 4,1825e-01	 9,2352e-01	
 4,0954e-01	 9,0754e-01	
 4,0115e-01	 8,9130e-01	
 3,9304e-01	 8,7477e-01	
 3,8520e-01	 8,5798e-01	
 3,7759e-01	 8,4092e-01	
 3,7019e-01	 8,2356e-01	
 3,6297e-01	 8,0589e-01	
 3,5592e-01	 7,8795e-01	
 3,4902e-01	 7,6976e-01	
 3,4226e-01	 7,5133e-01	
 3,3563e-01	 7,3272e-01	
 3,2913e-01	 7,1396e-01	
 3,2275e-01	 6,9507e-01	
 3,1648e-01	 6,7605e-01	
 3,1033e-01	 6,5697e-01	
 3,0429e-01	 6,3788e-01	
 2,9837e-01	 6,1881e-01	
 2,9257e-01	 5,9979e-01	
 2,8689e-01	 5,8088e-01	
 2,8131e-01	 5,6215e-01	
 2,7586e-01	 5,4361e-01	
 2,7051e-01	 5,2533e-01	
 2,6528e-01	 5,0738e-01	
 2,6016e-01	 4,8979e-01	
 2,5515e-01	 4,7260e-01	
 2,5025e-01	 4,5584e-01	
 2,4544e-01	 4,3955e-01	
 2,4074e-01	 4,2378e-01	
 2,3614e-01	 4,0854e-01	
 2,3163e-01	 3,9383e-01	
 2,2721e-01	 3,7964e-01	
 2,2289e-01	 3,6598e-01	
 2,1866e-01	 3,5284e-01	
 2,1451e-01	 3,4021e-01	
 2,1045e-01	 3,2806e-01	
 2,0648e-01	 3,1635e-01	
 2,0258e-01	 3,0508e-01	
 1,9877e-01	 2,9426e-01	
 1,9503e-01	 2,8383e-01	
 1,9138e-01	 2,7378e-01	
 1,8779e-01	 2,6410e-01	
 1,8429e-01	 2,5475e-01	
 1,8086e-01	 2,4570e-01	
 1,7750e-01	 2,3696e-01	
 1,7421e-01	 2,2848e-01	
 1,7100e-01	 2,2028e-01	
 1,6785e-01	 2,1233e-01	
 1,6478e-01	 2,0461e-01	
 1,6176e-01	 1,9712e-01	
 1,5882e-01	 1,8985e-01	
 1,5593e-01	 1,8278e-01	
 1,5311e-01	 1,7591e-01	
 1,5034e-01	 1,6925e-01	
 1,4764e-01	 1,6280e-01	
 1,4498e-01	 1,5656e-01	
 1,4239e-01	 1,5051e-01	
 1,3985e-01	 1,4467e-01	
 1,3736e-01	 1,3903e-01	
 1,3492e-01	 1,3358e-01	
 1,3253e-01	 1,2832e-01	
