% train accuracy	% test accuracy	
 3,2000e+01	 3,3333e+01	
 3,6000e+01	 3,3333e+01	
 4,4000e+01	 3,3333e+01	
 3,4000e+01	 3,3333e+01	
 2,0000e+01	 3,3333e+01	
 1,4000e+01	 3,3333e+01	
 1,4000e+01	 3,3333e+01	
 1,8000e+01	 3,3333e+01	
 1,8000e+01	 3,3333e+01	
 1,8000e+01	 3,3333e+01	
 2,0000e+01	 3,3333e+01	
 2,0000e+01	 3,3333e+01	
 2,0000e+01	 3,3333e+01	
 2,0000e+01	 3,3333e+01	
 2,0000e+01	 3,3333e+01	
 2,0000e+01	 3,3333e+01	
 2,0000e+01	 3,3333e+01	
 2,0000e+01	 3,3333e+01	
 2,0000e+01	 3,3333e+01	
 2,2000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,6000e+01	 3,3333e+01	
 2,8000e+01	 3,3333e+01	
 2,8000e+01	 3,3333e+01	
 2,8000e+01	 3,3333e+01	
 3,2000e+01	 3,3333e+01	
 3,2000e+01	 3,3333e+01	
 3,2000e+01	 3,3333e+01	
 3,6000e+01	 3,3333e+01	
 3,6000e+01	 3,3333e+01	
 3,6000e+01	 3,3333e+01	
 3,6000e+01	 3,3333e+01	
 3,6000e+01	 3,3333e+01	
 3,6000e+01	 3,3333e+01	
 3,6000e+01	 3,3333e+01	
 3,8000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
 4,0000e+01	 3,3333e+01	
